Datum;Tijd;Parameter;Locatie;Meting;Verwachting;Astronomisch getijden;Eenheid;Bemonsteringshoogte;Referentievlak;
13-6-2019;22:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-10;-10;cm;;;
13-6-2019;22:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-16;-16;cm;;;
13-6-2019;22:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-22;-22;cm;;;
13-6-2019;23:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-28;-28;cm;;;
13-6-2019;23:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-34;-34;cm;;;
13-6-2019;23:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-40;-40;cm;;;
13-6-2019;23:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-45;-46;cm;;;
13-6-2019;23:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-51;-52;cm;;;
13-6-2019;23:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-56;-57;cm;;;
14-6-2019;00:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-61;-63;cm;;;
14-6-2019;00:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-66;-69;cm;;;
14-6-2019;00:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-70;-74;cm;;;
14-6-2019;00:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-75;-80;cm;;;
14-6-2019;00:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-80;-85;cm;;;
14-6-2019;00:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-84;-90;cm;;;
14-6-2019;01:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-89;-95;cm;;;
14-6-2019;01:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-93;-99;cm;;;
14-6-2019;01:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-97;-102;cm;;;
14-6-2019;01:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-100;-105;cm;;;
14-6-2019;01:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-103;-106;cm;;;
14-6-2019;01:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-105;-107;cm;;;
14-6-2019;02:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-105;-107;cm;;;
14-6-2019;02:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-104;-105;cm;;;
14-6-2019;02:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-99;-103;cm;;;
14-6-2019;02:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-91;-99;cm;;;
14-6-2019;02:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-82;-93;cm;;;
14-6-2019;02:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-75;-87;cm;;;
14-6-2019;03:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-67;-79;cm;;;
14-6-2019;03:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-59;-71;cm;;;
14-6-2019;03:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-52;-62;cm;;;
14-6-2019;03:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-44;-53;cm;;;
14-6-2019;03:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-36;-43;cm;;;
14-6-2019;03:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-28;-34;cm;;;
14-6-2019;04:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-20;-25;cm;;;
14-6-2019;04:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-13;-17;cm;;;
14-6-2019;04:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-6;-9;cm;;;
14-6-2019;04:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;0;-2;cm;;;
14-6-2019;04:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;5;4;cm;;;
14-6-2019;04:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;10;10;cm;;;
14-6-2019;05:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;15;16;cm;;;
14-6-2019;05:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;19;21;cm;;;
14-6-2019;05:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;23;25;cm;;;
14-6-2019;05:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;27;30;cm;;;
14-6-2019;05:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;29;34;cm;;;
14-6-2019;05:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;32;38;cm;;;
14-6-2019;06:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;34;42;cm;;;
14-6-2019;06:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;36;45;cm;;;
14-6-2019;06:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;38;48;cm;;;
14-6-2019;06:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;39;50;cm;;;
14-6-2019;06:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;40;53;cm;;;
14-6-2019;06:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;40;55;cm;;;
14-6-2019;07:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;41;56;cm;;;
14-6-2019;07:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;41;58;cm;;;
14-6-2019;07:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;41;59;cm;;;
14-6-2019;07:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;42;59;cm;;;
14-6-2019;07:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;42;60;cm;;;
14-6-2019;07:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;42;60;cm;;;
14-6-2019;08:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;41;59;cm;;;
14-6-2019;08:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;41;59;cm;;;
14-6-2019;08:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;40;57;cm;;;
14-6-2019;08:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;38;55;cm;;;
14-6-2019;08:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;37;53;cm;;;
14-6-2019;08:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;34;50;cm;;;
14-6-2019;09:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;31;47;cm;;;
14-6-2019;09:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;28;43;cm;;;
14-6-2019;09:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;23;38;cm;;;
14-6-2019;09:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;18;34;cm;;;
14-6-2019;09:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;13;29;cm;;;
14-6-2019;09:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;8;23;cm;;;
14-6-2019;10:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;2;18;cm;;;
14-6-2019;10:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-4;12;cm;;;
14-6-2019;10:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-9;6;cm;;;
14-6-2019;10:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-15;0;cm;;;
14-6-2019;10:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-21;-6;cm;;;
14-6-2019;10:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-27;-12;cm;;;
14-6-2019;11:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-32;-18;cm;;;
14-6-2019;11:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-38;-24;cm;;;
14-6-2019;11:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-43;-30;cm;;;
14-6-2019;11:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-49;-35;cm;;;
14-6-2019;11:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-54;-41;cm;;;
14-6-2019;11:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-59;-46;cm;;;
14-6-2019;12:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-64;-51;cm;;;
14-6-2019;12:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-69;-56;cm;;;
14-6-2019;12:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-74;-61;cm;;;
14-6-2019;12:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-79;-66;cm;;;
14-6-2019;12:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-84;-71;cm;;;
14-6-2019;12:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-89;-75;cm;;;
14-6-2019;13:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-94;-79;cm;;;
14-6-2019;13:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-98;-83;cm;;;
14-6-2019;13:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-103;-87;cm;;;
14-6-2019;13:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-107;-90;cm;;;
14-6-2019;13:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-111;-92;cm;;;
14-6-2019;13:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-114;-94;cm;;;
14-6-2019;14:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-117;-96;cm;;;
14-6-2019;14:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-119;-96;cm;;;
14-6-2019;14:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-119;-96;cm;;;
14-6-2019;14:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-118;-94;cm;;;
14-6-2019;14:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-114;-92;cm;;;
14-6-2019;14:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-106;-88;cm;;;
14-6-2019;15:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-95;-83;cm;;;
14-6-2019;15:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-86;-77;cm;;;
14-6-2019;15:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-77;-69;cm;;;
14-6-2019;15:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-68;-60;cm;;;
14-6-2019;15:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-59;-51;cm;;;
14-6-2019;15:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-50;-41;cm;;;
14-6-2019;16:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-42;-31;cm;;;
14-6-2019;16:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-34;-20;cm;;;
14-6-2019;16:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-25;-10;cm;;;
14-6-2019;16:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-16;0;cm;;;
14-6-2019;16:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-8;9;cm;;;
14-6-2019;16:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;0;17;cm;;;
14-6-2019;17:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;7;26;cm;;;
14-6-2019;17:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;14;33;cm;;;
14-6-2019;17:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;21;40;cm;;;
14-6-2019;17:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;27;47;cm;;;
14-6-2019;17:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;33;53;cm;;;
14-6-2019;17:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;39;59;cm;;;
14-6-2019;18:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;45;65;cm;;;
14-6-2019;18:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;50;70;cm;;;
14-6-2019;18:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;55;74;cm;;;
14-6-2019;18:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;59;78;cm;;;
14-6-2019;18:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;63;82;cm;;;
14-6-2019;18:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;67;86;cm;;;
14-6-2019;19:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;71;88;cm;;;
14-6-2019;19:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;74;91;cm;;;
14-6-2019;19:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;77;93;cm;;;
14-6-2019;19:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;79;95;cm;;;
14-6-2019;19:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;81;96;cm;;;
14-6-2019;19:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;83;97;cm;;;
14-6-2019;20:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;83;97;cm;;;
14-6-2019;20:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;84;97;cm;;;
14-6-2019;20:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;84;96;cm;;;
14-6-2019;20:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;83;94;cm;;;
14-6-2019;20:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;82;92;cm;;;
14-6-2019;20:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;80;89;cm;;;
14-6-2019;21:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;78;85;cm;;;
14-6-2019;21:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;74;80;cm;;;
14-6-2019;21:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;70;75;cm;;;
14-6-2019;21:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;65;70;cm;;;
14-6-2019;21:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;60;64;cm;;;
14-6-2019;21:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;54;58;cm;;;
14-6-2019;22:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;48;52;cm;;;
14-6-2019;22:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;41;45;cm;;;
14-6-2019;22:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;35;39;cm;;;
14-6-2019;22:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;29;32;cm;;;
14-6-2019;22:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;22;25;cm;;;
14-6-2019;22:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;16;18;cm;;;
14-6-2019;23:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;10;11;cm;;;
14-6-2019;23:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;4;4;cm;;;
14-6-2019;23:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-2;-2;cm;;;
14-6-2019;23:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-8;-9;cm;;;
14-6-2019;23:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-14;-15;cm;;;
14-6-2019;23:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-20;-21;cm;;;
15-6-2019;00:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-26;-28;cm;;;
15-6-2019;00:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-32;-33;cm;;;
15-6-2019;00:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-37;-39;cm;;;
15-6-2019;00:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-43;-45;cm;;;
15-6-2019;00:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-48;-51;cm;;;
15-6-2019;00:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-54;-56;cm;;;
15-6-2019;01:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-59;-62;cm;;;
15-6-2019;01:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-64;-67;cm;;;
15-6-2019;01:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-69;-73;cm;;;
15-6-2019;01:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-75;-78;cm;;;
15-6-2019;01:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-80;-83;cm;;;
15-6-2019;01:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-84;-87;cm;;;
15-6-2019;02:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-89;-92;cm;;;
15-6-2019;02:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-93;-96;cm;;;
15-6-2019;02:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-97;-100;cm;;;
15-6-2019;02:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-101;-103;cm;;;
15-6-2019;02:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-104;-105;cm;;;
15-6-2019;02:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-107;-107;cm;;;
15-6-2019;03:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-109;-107;cm;;;
15-6-2019;03:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-111;-106;cm;;;
15-6-2019;03:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-111;-103;cm;;;
15-6-2019;03:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-108;-99;cm;;;
15-6-2019;03:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-99;-93;cm;;;
15-6-2019;03:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-86;-86;cm;;;
15-6-2019;04:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-76;-78;cm;;;
15-6-2019;04:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-68;-68;cm;;;
15-6-2019;04:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-58;-58;cm;;;
15-6-2019;04:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-50;-48;cm;;;
15-6-2019;04:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;;-41;-38;cm;;;
